Window Sizes,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelZoneEmphasis,LargeAreaEmphasis,LargeAreaHighGrayLevelEmphasis,LargeAreaLowGrayLevelEmphasis,LowGrayLevelZoneEmphasis,SizeZoneNonUniformity,SizeZoneNonUniformityNormalized,SmallAreaEmphasis,SmallAreaHighGrayLevelEmphasis,SmallAreaLowGrayLevelEmphasis,ZoneEntropy,ZonePercentage,ZoneVariance
120,10749.442746521083,0.011283525876850024,2401.301612683107,20767.988045140642,8.807581242973672,225459.5172615405,0.0008695531476304521,0.0001227990243341236,492252.7794192514,0.5167102244742932,0.746901621537751,14854.109919865474,9.198988088128495e-05,8.470554031946342,0.5513119212962962,5.517524339399426
120,11108.998862154194,0.011704007179126634,2329.9345254848176,21034.958557127233,8.89782566095145,231058.53827270793,0.0008119429228814501,0.00011749363865758441,488361.0405009893,0.5145181122937805,0.7453631585061078,15005.181744282147,8.826954520555153e-05,8.440880371802626,0.5492835648148148,5.5834183701663065
120,11484.61643442126,0.012218274973478764,2302.7313018670293,21280.436918189615,9.141817578307023,240253.9370820274,0.0007933838451063288,0.00011539498232134971,479030.73995216785,0.5096321096055423,0.7419155965939492,15103.917822756592,8.659302995095251e-05,8.413985971194021,0.5439548611111111,5.762158529460663
120,11778.298616541417,0.012547965739042826,2224.992654590822,21564.19635608984,9.170666331437728,244695.81789824239,0.0007382777819577314,0.00011080008576570482,477763.72845816705,0.508983775265396,0.7414570940874131,15286.102546030903,8.349324406480653e-05,8.386481036448973,0.5432071759259259,5.7817007950334975
120,11502.575769907959,0.012127250440076289,2256.072553413028,21340.90414553659,8.823039779017174,232660.33204040106,0.000746103057980616,0.00011266342208169065,486737.0597507617,0.5131704706963297,0.7444182897238224,15202.778888218623,8.492592722748893e-05,8.404000814052281,0.5489401032608602,5.504487169174437
120,10952.323646750474,0.01145934224435182,2317.4866466609433,21041.366744615512,8.73868930845248,228579.97077598338,0.0007687187668738233,0.00011593157635765478,495494.2628476963,0.5184322999594,0.7481064761285212,15049.046332859307,8.746597151693254e-05,8.44754463473418,0.5530989583333333,5.469861477594239
120,11179.6483973153,0.011749918964330098,2283.787840698366,21158.94547676953,8.832378666184603,231495.1940552789,0.0007586093182315712,0.00011355418343647801,490405.9032850359,0.5154213637534457,0.74600163398801,15093.716955708207,8.556653402369584e-05,8.430300615445852,0.5506168981481482,5.5340072394602045
120,11501.265343021505,0.0121892768876691,2255.3842439248456,21357.308437443036,9.024846432008275,238222.98145738037,0.0007544088854709512,0.00011182732220950684,482258.7038999275,0.511107664939789,0.7429644503057613,15167.691355202393,8.416800044295295e-05,8.406440605462215,0.5460393518518518,5.670941607707328
120,11854.670840570087,0.012616076275977904,2163.966266352241,21695.968497777892,9.15456639081869,246244.16586104583,0.0006977597252469015,0.00010656760468312092,478703.1124804182,0.5094494028406575,0.7417894249563551,15372.77153610738,8.055304194728103e-05,8.374924298771798,0.5437777777777778,5.772702189947624
120,11723.0682381453,0.012374094075653586,2164.23434599952,21576.199662651416,8.908818773300908,238514.19444198153,0.0006885364405580173,0.00010679127176061853,485794.38454571937,0.5127723641693999,0.7441406282466523,15345.372426852044,8.084106333218141e-05,8.380022796199194,0.5482569444444444,5.581987307226614
120,10737.398359745066,0.011107511759069004,2307.3568808673854,20896.176491886137,8.43183311109479,219885.1800721853,0.0007406862621365121,0.00011512588906130326,505673.08712095744,0.5231034160470616,0.7513713644793759,15009.218783642977,8.715290795051095e-05,8.453217402259176,0.5594207175925926,5.2364634239905445
120,10843.653880875812,0.01127803882422985,2304.393293636872,20913.988110046554,8.562043674153704,222643.79736844296,0.0007558852476068546,0.00011485622374572576,500215.55216103443,0.5202536414137254,0.7493860366483998,14991.192104842943,8.668091462141905e-05,8.446273841465588,0.5564143518518518,5.3320442138092865
120,11037.917080065637,0.011625639667833282,2318.762330661863,20959.463687244985,8.887890411882298,231004.50032650618,0.000795840607541939,0.00011601026608348425,488313.2671779122,0.5143138916567264,0.7452248131304641,14940.873366453709,8.705625892530795e-05,8.436077197554459,0.5494479166666667,5.575469134235147
120,11426.173418945527,0.012154818312313803,2248.088669705142,21282.923859612172,9.160360107355649,241731.56607233846,0.0007669474731690868,0.00011169668228118955,479323.3648677255,0.5098897241620691,0.74210041199854,15101.77510390625,8.384008145797007e-05,8.405134679425293,0.5440121527777778,5.781412865383648
120,11560.867757322087,0.012281418585747918,2204.2832199665336,21392.83452880499,9.135064217649496,241699.28428181403,0.0007439535149525323,0.00010912990882586903,480545.688990046,0.5104965198071303,0.7425291223729473,15188.818831034438,8.21175348729159e-05,8.39348535914538,0.5447511574074074,5.765278442906267
120,10843.711506323245,0.011248861760345612,2264.9427719891532,21032.66912590782,8.508177011420326,222524.49649215807,0.0007294854626599332,0.0001114573656295523,503124.4892648522,0.521922574635499,0.7505480510235077,15094.34606451787,8.432350682877532e-05,8.44323881647913,0.5578605324074074,5.294909196920263
120,10883.038105949368,0.011333310533443062,2272.5608163627203,21003.89563664386,8.590061128640903,223791.1658908432,0.0007472626478639265,0.00011193341668696128,499236.8793922543,0.5198921963533738,0.7491301978613124,15052.566905811384,8.444926442563584e-05,8.440942600478287,0.5557118055555555,5.35188960436983
