Window Sizes,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelZoneEmphasis,LargeAreaEmphasis,LargeAreaHighGrayLevelEmphasis,LargeAreaLowGrayLevelEmphasis,LowGrayLevelZoneEmphasis,SizeZoneNonUniformity,SizeZoneNonUniformityNormalized,SmallAreaEmphasis,SmallAreaHighGrayLevelEmphasis,SmallAreaLowGrayLevelEmphasis,ZoneEntropy,ZonePercentage,ZoneVariance
80,3015.771562081412,0.01027880844753495,2438.5794544679197,20483.496453610638,7.73864763443389,197497.83433027603,0.000759958273902256,0.00012501745484003025,155891.23544889688,0.5313320703650579,0.7571012700450979,14870.44478898652,9.476677789843643e-05,8.504095166579058,0.573041015625,4.693358140130701
80,3336.0260656910386,0.011755552889676403,2333.5915881545734,21351.807655849716,8.584347899627533,226059.54954666065,0.000738789935266204,0.00011536706121855125,146547.13873981175,0.5164056294415513,0.7467136822968838,15270.397892022944,8.706592991140501e-05,8.441803137642605,0.554263671875,5.329226644606155
80,3549.2596150042614,0.012763402084300119,2272.953295343801,21643.353447376845,9.197334589562034,245488.5082475969,0.0007407086840724016,0.00011268181218093369,141292.9038697358,0.5080998121760775,0.7408356814496292,15346.074548853701,8.490136529931434e-05,8.38651203881245,0.543126953125,5.8073533959734664
80,3887.153626950519,0.014092876714682259,2013.7381183224545,22477.466725158072,9.326215267706944,257746.54077237658,0.0006092604676557816,9.904403766167124e-05,138944.69398602008,0.5037440323757906,0.7377397640721916,15846.155094224296,7.544001567347926e-05,8.28445192984656,0.53871875,5.8805283237300685
80,3818.607248871894,0.013840297380880717,2072.1966820212947,22451.34474909842,9.2372084594335,252088.08235805802,0.0006675825453147844,0.0001013659693164878,138866.81135535782,0.5033138629432515,0.7374309800383959,15852.059951378016,7.66826271023885e-05,8.312428595502897,0.538876953125,5.793569345959524
80,3469.5172731852335,0.012308403066479,2260.5140696932413,21663.041637990365,8.769194201829134,233912.01890862134,0.0007250338530099434,0.0001119057586823165,144984.5947559617,0.514344991010287,0.7452480285808655,15465.996157312324,8.464039015645085e-05,8.390802388291188,0.55055078125,5.470055219547544
80,3354.96620018435,0.011758320103545581,2337.243741508553,21446.15233398872,8.28726689026976,217967.6793153119,0.0007462532886122812,0.00011506468850101086,148057.05227686127,0.5189030560615059,0.7484508436239237,15384.80277493437,8.692389404350616e-05,8.419984888474435,0.557434986724808,5.06910039217635
80,2925.504468097982,0.009835545982403233,2444.4244040716426,20331.033152681866,7.334135730663457,184422.01250327795,0.0007554657557863449,0.0001243941431942166,159922.12069916152,0.5376581676399483,0.7614314067619302,14851.429634572038,9.445311885724199e-05,8.516060766208989,0.58094140625,4.371120549722149
80,3087.6846009859646,0.01058535520437844,2431.248194117678,20603.684587272965,7.815676702297614,197661.6698183713,0.0007818179182845522,0.0001222516054003175,154383.41516109346,0.5292649665783097,0.7556522499253322,14925.0761410708,9.250911029497246e-05,8.48064322261114,0.56971484375,4.734724718396892
80,3284.230165634291,0.011473974578872077,2365.1516885502806,20853.824845493007,8.319641690510878,213741.95816345426,0.0007785939288024242,0.0001196155729464667,149298.5198946313,0.5215978587187057,0.7503166526899355,14976.641155684256,9.045346243854926e-05,8.42831918836728,0.559048828125,5.120006113418945
