Window Sizes,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelZoneEmphasis,LargeAreaEmphasis,LargeAreaHighGrayLevelEmphasis,LargeAreaLowGrayLevelEmphasis,LowGrayLevelZoneEmphasis,SizeZoneNonUniformity,SizeZoneNonUniformityNormalized,SmallAreaEmphasis,SmallAreaHighGrayLevelEmphasis,SmallAreaLowGrayLevelEmphasis,ZoneEntropy,ZonePercentage,ZoneVariance
100,6168.334563528357,0.011040137463605779,2398.7797792283136,20819.33331424204,8.470014443754375,218804.80104846982,0.0008007312751677709,0.00012183391449587209,291595.0478201028,0.5218992871552655,0.7505426539419445,14960.160962750086,9.19313594699537e-05,8.477458956203261,0.558719,5.26661154217664
100,6365.099919292076,0.011466830339139157,2348.4799526139723,20986.971101879342,8.62086011587352,223778.6539593722,0.000781845429198338,0.00011839676514129811,288119.4078038077,0.5190517680148151,0.7485459441119027,15035.63437188673,8.93963272787745e-05,8.449380767856367,0.555088,5.375405502305171
100,6827.66658394704,0.012458427154323876,2224.1055284130152,21528.789214577144,9.004123816683576,240155.77005707653,0.0007154941464133227,0.00011092044474563008,281238.48380763305,0.5131751998183205,0.7444179808679934,15310.134524081068,8.416743879533592e-05,8.386077956058536,0.548036,5.674602311527358
100,7280.18046073582,0.013502294147486316,2107.2431774398633,22185.200910269465,9.371899232354256,255646.52314157956,0.0006728965453332319,0.00010375638234267425,272264.20185800316,0.5049588206149755,0.7385991564237918,15651.262947316023,7.869716543111723e-05,8.329294623289691,0.539181,5.9321369990278265
100,7025.529887185474,0.012814580866556874,2146.694937611903,21908.749219783127,8.873777234630502,239606.43143849922,0.0006681041363823091,0.00010579963098060814,280825.3421499512,0.5122259977746285,0.7437539206748892,15574.432413229953,8.050122238391646e-05,8.356530789956478,0.548245,5.546818055890198
100,6688.002630477455,0.012066282674350238,2245.6695668465663,21470.961563997458,8.529052522949021,226260.33955891692,0.000704629266353118,0.00011120731970060848,286405.6629326396,0.5167240324834009,0.7469244647488171,15348.526671227737,8.428842417182413e-05,8.39824513922374,0.5543512722319291,5.274977568730506
100,6110.673919276793,0.010882786824690325,2392.9048650105055,20687.42439078253,8.319330933803979,214594.9955316038,0.0007826682466469985,0.00012137986276890798,294311.14742323675,0.5241525762703705,0.7521071718374659,14892.079115958577,9.163002605880027e-05,8.475744232263493,0.561499,5.147569757935421
100,6198.55533480881,0.011054576564201592,2361.8186848040173,20679.556959496935,8.3185102091407,213894.84991698217,0.000772324742716152,0.00011953007926449498,293467.2917073136,0.5233730232348478,0.7515604066090148,14871.236695466088,9.033278026053277e-05,8.457382846725197,0.560723,5.13795832671338
100,6547.942030836996,0.011781938694577339,2267.727675106928,21052.191893637733,8.60628579551282,225762.61937055676,0.0007260660508398253,0.00011383737592754533,288518.87117483956,0.5191419894070285,0.7486123296004379,15050.546555210922,8.641800031036577e-05,8.406161948386112,0.555761,5.368680770938087
100,7142.59969966552,0.013112279751040927,2085.731386431334,22012.505580787405,9.125791682423824,249254.2807980526,0.0006323702598772924,0.00010225823387524378,277674.8473397635,0.5097514114247593,0.7420064968776152,15577.00956343494,7.806634241980972e-05,8.334652842143345,0.544726,5.755696275942363
100,7058.131662529305,0.012817282965624436,2070.60575383131,21974.453539577935,8.790614393660121,240052.75549373223,0.0006018326090563733,0.00010101957585055165,283202.33572918957,0.5142840410355866,0.7452079135261057,15620.539665702461,7.746369045851259e-05,8.34102818035617,0.550673,5.492916579558436
100,6871.633454142266,0.012408889395977488,2126.2939874464637,21738.87956667696,8.603369287082835,232711.2770226467,0.0006233391954306389,0.00010373491457127001,285934.2353823901,0.5163439413731589,0.746662521280919,15504.923648605482,7.920789940573533e-05,8.363570494845813,0.553767,5.342418174980966
100,6176.774122123399,0.011002780850370245,2327.5511484053495,20917.7014925639,8.379815562637273,219339.56322154394,0.0007361993646629676,0.00011622287994046271,294485.29176515853,0.5245710891942907,0.7523970832023643,15040.19191219331,8.823263219496903e-05,8.462478869408065,0.561383,5.206743475489102
100,6215.773732707413,0.011061158425733813,2307.504829915124,20831.567072280966,8.26111405722258,214352.0718841312,0.000734128804618193,0.00011541263182950705,294539.2146736519,0.5241414916622805,0.7520999638859529,14977.858816522048,8.754085745545215e-05,8.450555583808514,0.561946,5.094391185656772
100,6374.9900446348865,0.011381878315720205,2272.6832404916186,20859.47026780932,8.373908230673095,218564.5442492412,0.0007188621445768919,0.00011418160163930775,292702.9446134619,0.5225905099329796,0.7510200046164487,14958.935613509797,8.676957976557663e-05,8.419190981044073,0.5601,5.18627126388945
100,6966.288955375458,0.012724303499084818,2104.090442051904,21797.81428328758,8.978185464647959,244082.0089811664,0.0006346294249085863,0.00010315580543141957,280391.78231311153,0.5121507533861783,0.743703831453761,15454.29975984553,7.872548827814593e-05,8.349644737747141,0.547479,5.641897853116361
100,7207.508283270282,0.013185013067499656,1992.293333784532,22192.616252990978,9.037662537227153,248653.93496498634,0.0005871121348500759,9.67499196320824e-05,279632.4227907011,0.5115439349754156,0.7432744349658049,15730.153565557941,7.421024773096883e-05,8.317790194050044,0.546644,5.691174785531958
100,7054.3286918578715,0.012846910878677327,2047.2641723423696,21964.911818643726,8.920155816625904,243470.47373644845,0.0006081876750571204,9.931264493765577e-05,281878.9243353299,0.5133406136423865,0.7445445957357442,15613.682777889142,7.58977943203169e-05,8.336491448113183,0.549107,5.603621785768401
